                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    125,                 0.6351,                0.37942,                 0.9829,                0.92007,                0.93837,                0.96435,                 0.7966,                0.68002,                0.37619,                0.96534,              0.0010258,              0.0010258,              0.0010258
                    126,                0.64453,                0.39668,                0.98729,                0.90439,                0.94259,                0.95969,                 0.7924,                0.68995,                0.38353,                0.97089,              0.0010179,              0.0010179,              0.0010179
                    127,                0.64908,                0.38911,                0.99245,                0.89176,                0.95533,                0.95452,                0.78638,                0.68469,                0.37711,                  0.971,                0.00101,                0.00101,                0.00101
                    128,                0.63848,                0.39028,                0.98943,                0.91157,                0.95408,                0.96854,                0.79698,                 0.6804,                0.36735,                0.97105,              0.0010021,              0.0010021,              0.0010021
                    129,                0.63853,                0.39112,                0.98151,                0.91726,                0.94186,                 0.9646,                0.79487,                 0.6835,                0.37502,                0.97359,             0.00099416,             0.00099416,             0.00099416
                    130,                0.63467,                0.37659,                0.98517,                 0.9105,                0.94611,                0.96616,                0.79967,                0.67427,                0.36921,                0.96755,             0.00098624,             0.00098624,             0.00098624
                    131,                0.64715,                0.38368,                0.98609,                0.91079,                 0.9377,                 0.9639,                0.79481,                0.68525,                0.37235,                0.97454,             0.00097832,             0.00097832,             0.00097832
                    132,                0.63977,                0.37992,                0.99764,                0.89299,                0.94489,                0.96449,                0.78945,                0.70031,                0.38865,                0.98514,              0.0009704,              0.0009704,              0.0009704
                    133,                0.64084,                0.38248,                0.98889,                0.90922,                0.91963,                 0.9613,                0.79834,                0.67775,                 0.3863,                0.96356,             0.00096248,             0.00096248,             0.00096248
                    134,                 0.6302,                0.37908,                0.98653,                0.89993,                0.95522,                 0.9642,                0.79713,                0.67869,                0.37066,                0.96893,             0.00095456,             0.00095456,             0.00095456
                    135,                0.62938,                0.37225,                 0.9914,                 0.8939,                0.95408,                0.96765,                0.79887,                0.67719,                0.37386,                0.97299,             0.00094664,             0.00094664,             0.00094664
                    136,                0.62778,                0.37147,                0.98345,                0.91751,                0.92537,                0.96072,                 0.7982,                0.67918,                0.37594,                0.97276,             0.00093872,             0.00093872,             0.00093872
                    137,                0.63577,                0.37984,                0.98761,                0.90716,                0.94238,                0.96708,                 0.7978,                0.67905,                0.36955,                0.97258,              0.0009308,              0.0009308,              0.0009308
                    138,                0.63957,                0.37619,                0.99502,                0.91289,                 0.9403,                0.96606,                0.80093,                0.67192,                0.36398,                0.96831,             0.00092288,             0.00092288,             0.00092288
                    139,                0.61874,                0.35967,                0.97908,                0.91003,                0.94834,                0.96675,                0.80608,                0.67144,                0.36298,                0.97117,             0.00091496,             0.00091496,             0.00091496
                    140,                0.61561,                0.37524,                0.98366,                0.91558,                0.93387,                0.96174,                0.80767,                0.66057,                0.36949,                0.95697,             0.00090704,             0.00090704,             0.00090704
                    141,                0.62586,                0.37234,                0.98164,                  0.916,                0.94719,                0.96705,                0.80134,                0.67654,                0.35966,                0.96671,             0.00089912,             0.00089912,             0.00089912
                    142,                0.61276,                0.36343,                0.97681,                0.91171,                0.93685,                0.96123,                0.80193,                0.66565,                0.36135,                0.96617,              0.0008912,              0.0008912,              0.0008912
                    143,                 0.6192,                 0.3714,                0.97978,                0.91559,                0.92997,                0.96543,                0.80326,                0.67023,                0.36232,                0.96386,             0.00088328,             0.00088328,             0.00088328
                    144,                0.61729,                0.36999,                0.98037,                0.92646,                0.92997,                0.96691,                0.80084,                0.67326,                0.36249,                0.96142,             0.00087536,             0.00087536,             0.00087536
                    145,                0.62419,                 0.3724,                0.98608,                0.92373,                0.93111,                 0.9666,                0.79958,                0.66998,                0.36806,                0.96309,             0.00086744,             0.00086744,             0.00086744
                    146,                0.61382,                0.36238,                0.97987,                0.91725,                  0.938,                0.96721,                0.80785,                0.66007,                0.36325,                0.95755,             0.00085952,             0.00085952,             0.00085952
                    147,                0.60275,                0.36188,                0.96985,                0.92269,                0.93173,                0.96854,                0.80107,                0.66167,                0.35496,                0.95494,              0.0008516,              0.0008516,              0.0008516
                    148,                0.61615,                0.36548,                0.98405,                0.93146,                0.93341,                0.96876,                0.80339,                0.65963,                0.35411,                0.95933,             0.00084368,             0.00084368,             0.00084368
                    149,                0.60922,                0.36241,                0.97663,                0.92369,                0.94499,                 0.9666,                0.80033,                0.66514,                0.36308,                0.96665,             0.00083576,             0.00083576,             0.00083576
                    150,                0.61246,                0.35508,                0.97557,                0.90871,                 0.9486,                 0.9674,                0.80196,                0.66284,                0.36417,                0.96107,             0.00082784,             0.00082784,             0.00082784
                    151,                0.59814,                 0.3598,                0.97032,                0.91655,                0.94834,                0.96974,                0.80262,                0.65829,                0.35845,                0.95811,             0.00081992,             0.00081992,             0.00081992
                    152,                0.61682,                0.36666,                0.97598,                0.91469,                0.94786,                0.97245,                 0.8007,                0.67131,                0.36034,                0.97011,               0.000812,               0.000812,               0.000812
                    153,                0.61688,                0.35994,                0.97362,                0.91725,                0.94604,                0.97411,                0.80794,                0.65904,                0.35169,                0.95619,             0.00080408,             0.00080408,             0.00080408
                    154,                0.59371,                0.34635,                0.96846,                0.91876,                0.94719,                0.96943,                 0.8077,                0.66821,                0.35046,                 0.9655,             0.00079616,             0.00079616,             0.00079616
                    155,                0.60205,                0.34872,                0.96939,                0.92197,                  0.938,                0.96839,                0.80174,                0.65806,                0.35169,                0.95992,             0.00078824,             0.00078824,             0.00078824
                    156,                0.59118,                0.34725,                 0.9671,                0.90755,                0.94673,                0.96974,                0.80672,                0.65578,                0.35053,                0.95965,             0.00078032,             0.00078032,             0.00078032
                    157,                0.59072,                 0.3468,                0.96945,                0.91128,                0.95293,                0.96778,                0.80401,                0.65996,                0.35464,                0.96376,              0.0007724,              0.0007724,              0.0007724
                    158,                0.59108,                0.34538,                0.96748,                0.91188,                0.94834,                0.96849,                0.80461,                0.66363,                0.35452,                0.96328,             0.00076448,             0.00076448,             0.00076448
                    159,                0.58932,                0.35121,                0.96416,                0.92046,                0.95657,                0.97295,                0.80117,                0.65519,                0.34802,                 0.9553,             0.00075656,             0.00075656,             0.00075656
                    160,                0.59541,                0.35178,                0.96717,                0.91966,                0.94948,                0.97177,                0.80252,                0.66123,                0.35284,                0.96242,             0.00074864,             0.00074864,             0.00074864
                    161,                0.59687,                0.34322,                0.96116,                0.90499,                0.95867,                0.97047,                0.80775,                0.65127,                0.34831,                0.95311,             0.00074072,             0.00074072,             0.00074072
                    162,                0.58288,                0.34849,                0.96812,                0.92613,                0.95178,                0.97346,                0.80681,                0.64501,                 0.3457,                0.95142,              0.0007328,              0.0007328,              0.0007328
                    163,                0.58915,                0.35377,                0.96738,                0.91258,                0.95881,                0.97027,                0.80867,                0.64891,                0.34779,                0.95526,             0.00072488,             0.00072488,             0.00072488
                    164,                 0.5918,                0.34515,                 0.9646,                0.91213,                0.95337,                0.96748,                0.81067,                0.64607,                0.35027,                0.95332,             0.00071696,             0.00071696,             0.00071696
                    165,                0.59238,                0.34602,                0.96296,                0.90404,                0.95063,                0.96899,                0.81004,                0.65814,                 0.3571,                0.96079,             0.00070904,             0.00070904,             0.00070904
                    166,                0.58242,                0.34816,                0.96125,                0.90418,                0.95982,                0.96802,                0.80961,                0.65774,                0.35856,                0.96038,             0.00070112,             0.00070112,             0.00070112
                    167,                0.60112,                0.34898,                 0.9716,                0.91759,                0.94596,                0.97039,                0.80752,                0.65126,                0.35783,                0.96151,              0.0006932,              0.0006932,              0.0006932
                    168,                0.57843,                0.34323,                0.96881,                0.91543,                0.94719,                0.97081,                0.80867,                0.65088,                0.35483,                0.95788,             0.00068528,             0.00068528,             0.00068528
                    169,                0.57949,                0.34766,                0.95399,                0.92574,                0.93025,                0.97084,                0.81502,                0.63736,                0.34183,                0.94779,             0.00067736,             0.00067736,             0.00067736
                    170,                0.57261,                0.33831,                0.95265,                0.92145,                0.94279,                0.97064,                 0.8141,                0.63829,                0.34259,                0.94782,             0.00066944,             0.00066944,             0.00066944
                    171,                0.58697,                0.34174,                0.96006,                0.93431,                0.94145,                0.97535,                0.81183,                0.65902,                0.34113,                0.96296,             0.00066152,             0.00066152,             0.00066152
                    172,                0.57719,                0.34191,                0.97062,                0.92364,                 0.9443,                0.97281,                0.81273,                0.63766,                0.34078,                0.94794,              0.0006536,              0.0006536,              0.0006536
                    173,                0.56682,                0.33719,                0.96339,                0.92232,                0.94374,                0.97574,                0.81435,                0.64583,                0.34075,                0.95309,             0.00064568,             0.00064568,             0.00064568
                    174,                0.57614,                0.34075,                0.96086,                 0.9225,                0.95658,                0.97428,                0.81197,                0.64481,                0.33921,                0.94863,             0.00063776,             0.00063776,             0.00063776
                    175,                0.57064,                0.34127,                0.95734,                0.91915,                0.95283,                0.97294,                0.81421,                 0.6396,                0.34554,                0.94613,             0.00062984,             0.00062984,             0.00062984
                    176,                0.57561,                0.33543,                0.96091,                0.91847,                0.95709,                0.97245,                0.81715,                0.63441,                0.33911,                0.94731,             0.00062192,             0.00062192,             0.00062192
                    177,                0.56719,                0.33738,                 0.9665,                 0.9353,                0.93685,                0.97014,                0.81612,                0.63873,                0.33906,                0.94818,               0.000614,               0.000614,               0.000614
                    178,                  0.567,                0.33822,                0.95749,                0.93415,                0.93571,                0.96848,                0.81013,                0.64776,                 0.3454,                0.95619,             0.00060608,             0.00060608,             0.00060608
                    179,                0.56965,                0.34062,                0.95925,                0.92372,                0.94539,                0.96744,                0.81495,                0.64078,                0.33993,                0.94833,             0.00059816,             0.00059816,             0.00059816
                    180,                0.56228,                0.32717,                0.95306,                 0.9276,                0.94141,                0.97139,                0.81499,                0.64394,                0.33816,                0.94873,             0.00059024,             0.00059024,             0.00059024
                    181,                0.57156,                0.33584,                0.95982,                0.93012,                0.93218,                0.97029,                 0.8137,                0.63934,                0.34077,                0.94633,             0.00058232,             0.00058232,             0.00058232
                    182,                0.57353,                0.33248,                0.95791,                0.91845,                0.94259,                0.96874,                0.81416,                 0.6371,                0.34374,                0.94416,              0.0005744,              0.0005744,              0.0005744
                    183,                0.57166,                0.33237,                0.95813,                0.93245,                  0.935,                0.96945,                0.81334,                 0.6332,                0.33894,                0.94317,             0.00056648,             0.00056648,             0.00056648
                    184,                0.57115,                0.32767,                0.95384,                0.92444,                0.93915,                0.97012,                0.81536,                0.63179,                0.34127,                0.94233,             0.00055856,             0.00055856,             0.00055856
                    185,                0.56363,                0.33014,                0.95829,                0.93039,                  0.936,                0.97042,                0.81191,                0.63503,                0.34174,                0.94561,             0.00055064,             0.00055064,             0.00055064
                    186,                0.55706,                0.32559,                0.95376,                0.93056,                0.93571,                0.97092,                0.81269,                0.63095,                 0.3419,                0.94534,             0.00054272,             0.00054272,             0.00054272
                    187,                0.55855,                0.32401,                0.95383,                0.93571,                0.93226,                0.96977,                0.81719,                0.63088,                0.33773,                0.94523,              0.0005348,              0.0005348,              0.0005348
                    188,                0.55791,                0.32922,                  0.952,                0.93232,                0.93915,                0.96948,                0.81796,                0.63093,                0.33878,                 0.9427,             0.00052688,             0.00052688,             0.00052688
                    189,                0.55638,                0.31925,                0.95228,                0.92192,                0.94892,                0.97113,                0.81658,                0.62839,                0.33365,                0.93842,             0.00051896,             0.00051896,             0.00051896
                    190,                  0.552,                0.32444,                0.94618,                0.93272,                 0.9403,                0.97215,                0.81514,                0.63428,                0.33257,                0.94239,             0.00051104,             0.00051104,             0.00051104
                    191,                0.53977,                0.31472,                0.94809,                0.93271,                 0.9403,                0.97322,                0.81346,                0.64119,                0.33678,                0.95292,             0.00050312,             0.00050312,             0.00050312
                    192,                0.54439,                0.31623,                0.94556,                0.92663,                0.94248,                0.97582,                0.81685,                0.63081,                 0.3356,                0.94699,              0.0004952,              0.0004952,              0.0004952
                    193,                0.54948,                0.31491,                0.95427,                0.91337,                0.95634,                0.97043,                0.81631,                0.62994,                0.33738,                0.93919,             0.00048728,             0.00048728,             0.00048728
                    194,                0.54441,                0.31518,                0.94356,                0.91749,                0.95754,                0.97377,                0.81737,                0.62966,                0.33257,                0.94078,             0.00047936,             0.00047936,             0.00047936
                    195,                0.55739,                0.32681,                0.95013,                0.91747,                0.95178,                 0.9735,                0.81942,                0.62697,                0.33195,                0.93948,             0.00047144,             0.00047144,             0.00047144
                    196,                  0.552,                 0.3156,                0.94639,                0.92987,                0.94378,                0.97084,                0.81793,                0.62912,                0.33472,                0.94098,             0.00046352,             0.00046352,             0.00046352
                    197,                0.54361,                0.31793,                0.94992,                0.92419,                0.95181,                0.97004,                0.81702,                0.63005,                0.33378,                0.94139,              0.0004556,              0.0004556,              0.0004556
                    198,                0.54344,                0.31648,                0.94412,                0.93092,                 0.9438,                0.97094,                0.81678,                0.62807,                0.33188,                0.94004,             0.00044768,             0.00044768,             0.00044768
                    199,                0.53968,                0.31111,                0.94352,                0.93062,                0.93938,                0.97048,                0.81536,                0.62079,                0.33092,                0.93388,             0.00043976,             0.00043976,             0.00043976
                    200,                0.53682,                0.30601,                0.94637,                0.93293,                0.94215,                0.97147,                0.81543,                0.62525,                0.33011,                0.93744,             0.00043184,             0.00043184,             0.00043184
                    201,                0.53621,                0.31173,                0.94484,                0.93083,                0.94145,                0.97011,                0.81681,                0.62481,                0.33445,                0.93911,             0.00042392,             0.00042392,             0.00042392
                    202,                0.55218,                0.31826,                0.94726,                0.93152,                0.95271,                0.96997,                0.81435,                0.62748,                0.32847,                0.94171,               0.000416,               0.000416,               0.000416
                    203,                0.53263,                0.30461,                0.94013,                 0.9404,                0.94193,                0.97285,                0.81586,                0.62419,                0.32898,                0.93866,             0.00040808,             0.00040808,             0.00040808
                    204,                 0.5146,                0.30433,                 0.9352,                0.93977,                  0.938,                0.97112,                0.81719,                0.61855,                0.32646,                0.93445,             0.00040016,             0.00040016,             0.00040016
                    205,                0.53555,                0.31349,                0.94218,                0.93694,                0.93816,                0.96988,                0.81589,                0.62385,                0.33262,                0.94086,             0.00039224,             0.00039224,             0.00039224
                    206,                0.52799,                0.31104,                 0.9474,                 0.9192,                0.95349,                0.96849,                0.81641,                0.62044,                0.33092,                0.93928,             0.00038432,             0.00038432,             0.00038432
                    207,                0.52932,                0.31123,                 0.9366,                0.93036,                 0.9509,                0.97001,                 0.8143,                 0.6217,                0.33287,                0.94105,              0.0003764,              0.0003764,              0.0003764
                    208,                0.53127,                0.30699,                0.93938,                0.92503,                0.94918,                0.96992,                0.81794,                0.62167,                0.33127,                0.94133,             0.00036848,             0.00036848,             0.00036848
                    209,                0.52246,                0.30661,                0.93924,                0.93172,                0.93995,                0.97002,                 0.8196,                0.61866,                0.32324,                0.93873,             0.00036056,             0.00036056,             0.00036056
                    210,                 0.5344,                0.30702,                0.94488,                0.92944,                0.93766,                 0.9685,                0.81784,                0.62483,                0.32998,                0.94153,             0.00035264,             0.00035264,             0.00035264
                    211,                 0.5224,                0.29939,                 0.9374,                0.93834,                0.93571,                 0.9686,                0.81762,                0.62565,                0.32932,                0.94123,             0.00034472,             0.00034472,             0.00034472
                    212,                0.51488,                0.29717,                0.93554,                0.93574,                0.93618,                0.96858,                0.81721,                0.62546,                0.33018,                0.94102,              0.0003368,              0.0003368,              0.0003368
                    213,                0.51647,                0.30472,                 0.9393,                0.94619,                  0.938,                0.96897,                0.81843,                0.62378,                0.33065,                0.94038,             0.00032888,             0.00032888,             0.00032888
                    214,                0.52178,                 0.3048,                0.93626,                0.92811,                0.94719,                0.96941,                0.81663,                0.62491,                0.33205,                0.94215,             0.00032096,             0.00032096,             0.00032096
                    215,                0.51156,                0.29542,                0.93484,                0.94236,                0.93859,                0.96863,                0.81789,                0.62156,                0.33083,                0.93866,             0.00031304,             0.00031304,             0.00031304
                    216,                0.51801,                0.29491,                0.93033,                0.92483,                0.95293,                0.96937,                0.81646,                0.62064,                 0.3302,                0.93738,             0.00030512,             0.00030512,             0.00030512
                    217,                0.51077,                0.29936,                0.93713,                0.92626,                0.95183,                0.97089,                0.81813,                0.62261,                0.32753,                0.93818,              0.0002972,              0.0002972,              0.0002972
                    218,                0.51667,                0.29577,                0.93876,                0.91954,                0.95781,                0.97074,                0.82071,                0.62258,                0.32817,                0.93884,             0.00028928,             0.00028928,             0.00028928
                    219,                0.51982,                 0.3002,                0.93494,                0.93941,                0.94351,                0.96964,                0.82003,                0.62224,                0.32774,                0.93766,             0.00028136,             0.00028136,             0.00028136
                    220,                0.51457,                0.29482,                0.93365,                0.93629,                0.94481,                0.97119,                0.82151,                0.61847,                  0.327,                  0.935,             0.00027344,             0.00027344,             0.00027344
                    221,                0.49368,                0.28638,                0.92673,                 0.9359,                0.94259,                0.97157,                0.82241,                0.61933,                0.32634,                0.93782,             0.00026552,             0.00026552,             0.00026552
                    222,                0.52545,                0.31003,                0.93711,                0.93505,                0.94211,                0.97039,                0.82007,                0.61927,                 0.3279,                0.93686,              0.0002576,              0.0002576,              0.0002576
                    223,                0.51076,                0.29822,                0.93577,                0.93827,                0.94228,                0.96956,                0.81656,                0.61735,                0.32656,                0.93682,             0.00024968,             0.00024968,             0.00024968
                    224,                0.51378,                0.29736,                 0.9375,                0.93767,                0.94145,                0.97056,                0.81786,                0.61444,                0.32123,                0.93469,             0.00024176,             0.00024176,             0.00024176
                    225,                 0.5148,                0.29314,                0.92976,                0.93785,                  0.938,                0.97149,                0.81937,                0.61253,                0.32238,                0.93252,             0.00023384,             0.00023384,             0.00023384
                    226,                0.51513,                0.29961,                 0.9352,                0.92703,                0.95408,                0.97331,                0.82342,                0.61374,                0.32301,                0.93331,             0.00022592,             0.00022592,             0.00022592
                    227,                0.50119,                 0.2922,                0.93386,                0.93902,                0.93915,                0.96981,                0.82119,                0.61279,                0.32268,                0.93293,               0.000218,               0.000218,               0.000218
                    228,                0.49822,                0.28606,                 0.9299,                0.93696,                 0.9386,                0.96886,                0.81988,                 0.6153,                0.32832,                0.93373,             0.00021008,             0.00021008,             0.00021008
                    229,                0.50309,                0.28798,                0.92971,                0.93506,                 0.9403,                  0.969,                0.82303,                0.61329,                0.32486,                0.93226,             0.00020216,             0.00020216,             0.00020216
                    230,                0.50449,                0.29185,                0.93394,                0.93793,                0.93915,                0.96975,                0.82171,                0.61503,                0.32571,                0.93442,             0.00019424,             0.00019424,             0.00019424
                    231,                0.50328,                0.29496,                0.92936,                0.93543,                  0.938,                0.97067,                0.82219,                0.61378,                 0.3293,                0.93434,             0.00018632,             0.00018632,             0.00018632
                    232,                0.50264,                0.28995,                0.93339,                0.92541,                0.95439,                0.97061,                0.82244,                0.61222,                0.32898,                 0.9349,              0.0001784,              0.0001784,              0.0001784
                    233,                0.50022,                0.29125,                0.93211,                0.92594,                0.95178,                0.97007,                0.82193,                0.61158,                 0.3291,                 0.9345,             0.00017048,             0.00017048,             0.00017048
                    234,                0.49494,                0.28749,                0.92961,                0.93329,                0.94145,                0.97009,                 0.8222,                0.61195,                0.33061,                 0.9353,             0.00016256,             0.00016256,             0.00016256
                    235,                0.49749,                 0.2883,                0.93068,                0.92883,                0.95293,                0.97062,                0.82011,                0.61291,                0.32935,                0.93612,             0.00015464,             0.00015464,             0.00015464
                    236,                0.49998,                0.28745,                0.92981,                0.93823,                 0.9403,                0.96969,                0.82233,                 0.6126,                0.32805,                0.93526,             0.00014672,             0.00014672,             0.00014672
                    237,                0.50561,                0.28691,                0.93369,                0.93603,                 0.9408,                0.96879,                0.82122,                 0.6118,                0.32673,                0.93448,              0.0001388,              0.0001388,              0.0001388
                    238,                 0.4899,                0.28295,                0.93221,                0.93758,                 0.9403,                0.96899,                0.82143,                0.61197,                0.32648,                0.93518,             0.00013088,             0.00013088,             0.00013088
                    239,                0.49346,                0.28197,                0.92208,                0.92246,                0.95607,                0.96988,                0.82111,                0.61044,                 0.3265,                0.93387,             0.00012296,             0.00012296,             0.00012296
                    240,                0.49187,                0.28336,                0.92356,                0.94109,                0.93915,                0.97018,                0.82348,                0.60877,                0.32477,                0.93369,             0.00011504,             0.00011504,             0.00011504
                    241,                0.46873,                0.24982,                0.89925,                0.92216,                0.95206,                 0.9689,                0.82107,                0.60914,                0.32765,                 0.9345,             0.00010712,             0.00010712,             0.00010712
                    242,                0.45672,                0.23981,                0.88401,                0.92797,                0.94667,                0.96934,                0.82004,                0.61199,                 0.3307,                0.93727,               9.92e-05,               9.92e-05,               9.92e-05
                    243,                0.45798,                0.23984,                0.88774,                0.92351,                0.95293,                0.96969,                0.82127,                0.61386,                0.33205,                0.93843,              9.128e-05,              9.128e-05,              9.128e-05
                    244,                0.45373,                0.23751,                 0.8875,                0.92461,                0.94834,                0.96988,                0.82254,                0.61352,                 0.3319,                0.93931,              8.336e-05,              8.336e-05,              8.336e-05
                    245,                0.45679,                0.23975,                0.87822,                0.93169,                0.94145,                0.96804,                0.82397,                0.61103,                0.33234,                0.93853,              7.544e-05,              7.544e-05,              7.544e-05
                    246,                0.45052,                0.23422,                0.88157,                0.92952,                 0.9403,                0.96871,                0.82549,                0.60914,                 0.3316,                 0.9373,              6.752e-05,              6.752e-05,              6.752e-05
                    247,                0.44712,                0.23151,                 0.8874,                 0.9315,                 0.9403,                0.96926,                0.82498,                0.60843,                0.32936,                0.93648,               5.96e-05,               5.96e-05,               5.96e-05
                    248,                  0.445,                0.23479,                0.88076,                0.93208,                0.94145,                0.97053,                0.82668,                0.60794,                0.32718,                0.93606,              5.168e-05,              5.168e-05,              5.168e-05
                    249,                0.44392,                0.22757,                0.88722,                0.93403,                0.94145,                0.97127,                0.82824,                0.60858,                0.32548,                0.93603,              4.376e-05,              4.376e-05,              4.376e-05
                    250,                0.44571,                 0.2341,                0.88386,                0.93278,                0.93994,                0.96995,                0.82746,                0.60815,                0.32621,                 0.9355,              3.584e-05,              3.584e-05,              3.584e-05
